# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1165303	1165614	+	QPT05227.1			MTH1187 family thiamine-binding protein			I6G39_05825	312	103	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1165630	1166250	+							I6G39_05830	621		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1165630	1166250	+	QPT05228.1			MBL fold metallo-hydrolase			I6G39_05830	621	206	
gene	pseudogene	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1166353	1167327	+					tadA		I6G39_05835	975		pseudo
CDS	without_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1166353	1167327	+				Flp pilus assembly complex ATPase component TadA	tadA		I6G39_05835	975		pseudo
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1167308	1168372	+							I6G39_05840	1065		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1167308	1168372	+	QPT07111.1			type II secretion system F family protein			I6G39_05840	1065	354	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1168450	1168767	+							I6G39_05845	318		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1168450	1168767	+	QPT07112.1			prepilin-type N-terminal cleavage/methylation domain-containing protein			I6G39_05845	318	105	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1168757	1169194	+							I6G39_05850	438		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1168757	1169194	+	QPT05229.1			competence protein			I6G39_05850	438	145	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1169181	1169474	+							I6G39_05855	294		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1169181	1169474	+	QPT05230.1			hypothetical protein			I6G39_05855	294	97	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1169499	1169891	+							I6G39_05860	393		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1169499	1169891	+	QPT07113.1			ComGF family competence protein			I6G39_05860	393	130	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1170065	1170571	+							I6G39_05865	507		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1170065	1170571	+	QPT07114.1			shikimate kinase			I6G39_05865	507	168	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1170752	1171843	+					gcvT		I6G39_05870	1092		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1170752	1171843	+	QPT05231.1			glycine cleavage system aminomethyltransferase GcvT	gcvT		I6G39_05870	1092	363	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1171863	1173215	+					gcvPA		I6G39_05875	1353		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1171863	1173215	+	QPT05232.1			aminomethyl-transferring glycine dehydrogenase subunit GcvPA	gcvPA		I6G39_05875	1353	450	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1173202	1174677	+					gcvPB		I6G39_05880	1476		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1173202	1174677	+	QPT05233.1			aminomethyl-transferring glycine dehydrogenase subunit GcvPB	gcvPB		I6G39_05880	1476	491	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1174889	1175272	-							I6G39_05885	384		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1174889	1175272	-	QPT05234.1			rhodanese-like domain-containing protein			I6G39_05885	384	127	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1175434	1176264	+							I6G39_05890	831		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1175434	1176264	+	QPT05235.1			lipoate--protein ligase family protein			I6G39_05890	831	276	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1176325	1176546	-							I6G39_05895	222		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1176325	1176546	-	QPT05236.1			hypothetical protein			I6G39_05895	222	73	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1176577	1177158	-							I6G39_05900	582		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1176577	1177158	-	QPT05237.1			hypothetical protein			I6G39_05900	582	193	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1177264	1178322	+							I6G39_05905	1059		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1177264	1178322	+	QPT05238.1			aminopeptidase P family protein			I6G39_05905	1059	352	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1178352	1178909	+					efp		I6G39_05910	558		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1178352	1178909	+	QPT05239.1			elongation factor P	efp		I6G39_05910	558	185	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1179351	1179824	+					accB		I6G39_05915	474		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1179351	1179824	+	QPT05240.1			acetyl-CoA carboxylase biotin carboxyl carrier protein	accB		I6G39_05915	474	157	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1179824	1181182	+					accC		I6G39_05920	1359		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1179824	1181182	+	QPT05241.1			acetyl-CoA carboxylase biotin carboxylase subunit	accC		I6G39_05920	1359	452	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1181194	1181547	+							I6G39_05925	354		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1181194	1181547	+	QPT05242.1			Asp23/Gls24 family envelope stress response protein			I6G39_05925	354	117	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1181591	1181977	+					nusB		I6G39_05930	387		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1181591	1181977	+	QPT05243.1			transcription antitermination factor NusB	nusB		I6G39_05930	387	128	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1181992	1183332	+							I6G39_05935	1341		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1181992	1183332	+	QPT05244.1			exodeoxyribonuclease VII large subunit			I6G39_05935	1341	446	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1183322	1183561	+							I6G39_05940	240		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1183322	1183561	+	QPT05245.1			exodeoxyribonuclease VII small subunit			I6G39_05940	240	79	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1183539	1184420	+							I6G39_05945	882		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1183539	1184420	+	QPT05246.1			polyprenyl synthetase family protein			I6G39_05945	882	293	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1184681	1185133	+					argR		I6G39_05950	453		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1184681	1185133	+	QPT05247.1			transcriptional regulator ArgR	argR		I6G39_05950	453	150	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1185153	1186826	+					recN		I6G39_05955	1674		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1185153	1186826	+	QPT05248.1			DNA repair protein RecN	recN		I6G39_05955	1674	557	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1187032	1188453	+					lpdA		I6G39_05960	1422		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1187032	1188453	+	QPT05249.1			dihydrolipoyl dehydrogenase	lpdA		I6G39_05960	1422	473	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1188466	1189458	+							I6G39_05965	993		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1188466	1189458	+	QPT05250.1			thiamine pyrophosphate-dependent dehydrogenase E1 component subunit alpha			I6G39_05965	993	330	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1189458	1190441	+							I6G39_05970	984		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1189458	1190441	+	QPT05251.1			alpha-ketoacid dehydrogenase subunit beta			I6G39_05970	984	327	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1190453	1191742	+							I6G39_05975	1290		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1190453	1191742	+	QPT05252.1			2-oxo acid dehydrogenase subunit E2			I6G39_05975	1290	429	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1191942	1192379	+							I6G39_05980	438		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1191942	1192379	+	QPT05253.1			BrxA/BrxB family bacilliredoxin			I6G39_05980	438	145	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1192391	1193383	+							I6G39_05985	993		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1192391	1193383	+	QPT05254.1			aromatic acid exporter family protein			I6G39_05985	993	330	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1193469	1193567	-					prli42		I6G39_05990	99		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1193469	1193567	-	QPT05255.1			stressosome-associated protein Prli42	prli42		I6G39_05990	99	32	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1193751	1194887	+							I6G39_05995	1137		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1193751	1194887	+	QPT05256.1			M20/M25/M40 family metallo-hydrolase			I6G39_05995	1137	378	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1194950	1196359	+					gndA		I6G39_06000	1410		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1194950	1196359	+	QPT05257.1			NADP-dependent phosphogluconate dehydrogenase	gndA		I6G39_06000	1410	469	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1196552	1198204	+							I6G39_06005	1653		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1196552	1198204	+	QPT05258.1			alpha-glucosidase			I6G39_06005	1653	550	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1198302	1199165	-							I6G39_06010	864		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1198302	1199165	-	QPT05259.1			AraC family transcriptional regulator			I6G39_06010	864	287	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1199426	1200910	-							I6G39_06015	1485		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1199426	1200910	-	QPT05260.1			glucose-6-phosphate dehydrogenase			I6G39_06015	1485	494	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1201056	1201976	+					rnz		I6G39_06020	921		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1201056	1201976	+	QPT07115.1			ribonuclease Z	rnz		I6G39_06020	921	306	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1202044	1202874	-					proC		I6G39_06025	831		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1202044	1202874	-	QPT05261.1			pyrroline-5-carboxylate reductase	proC		I6G39_06025	831	276	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1203038	1203796	+							I6G39_06030	759		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1203038	1203796	+	QPT05262.1			SDR family NAD(P)-dependent oxidoreductase			I6G39_06030	759	252	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1204213	1205127	-							I6G39_06035	915		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1204213	1205127	-	QPT05263.1			aldo/keto reductase			I6G39_06035	915	304	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1205313	1205855	+							I6G39_06040	543		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1205313	1205855	+	QPT05264.1			NUDIX hydrolase			I6G39_06040	543	180	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1205960	1206406	+							I6G39_06045	447		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1205960	1206406	+	QPT05265.1			transcriptional repressor			I6G39_06045	447	148	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1206440	1207327	+					xerD		I6G39_06050	888		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1206440	1207327	+	QPT05266.1			site-specific tyrosine recombinase XerD	xerD		I6G39_06050	888	295	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1207354	1207857	-							I6G39_06055	504		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1207354	1207857	-	QPT05267.1			DUF309 domain-containing protein			I6G39_06055	504	167	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1207949	1208686	+							I6G39_06060	738		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1207949	1208686	+	QPT05268.1			segregation/condensation protein A			I6G39_06060	738	245	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1208667	1209218	+					scpB		I6G39_06065	552		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1208667	1209218	+	QPT05269.1			SMC-Scp complex subunit ScpB	scpB		I6G39_06065	552	183	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1209211	1209948	+							I6G39_06070	738		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1209211	1209948	+	QPT05270.1			rRNA pseudouridine synthase			I6G39_06070	738	245	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1210077	1210790	+							I6G39_06075	714		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1210077	1210790	+	QPT05271.1			response regulator transcription factor			I6G39_06075	714	237	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1210783	1212540	+							I6G39_06080	1758		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1210783	1212540	+	QPT05272.1			HAMP domain-containing protein			I6G39_06080	1758	585	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1212835	1213383	+							I6G39_06085	549		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1212835	1213383	+	QPT05273.1			ECF transporter S component			I6G39_06085	549	182	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1213592	1213840	-							I6G39_06090	249		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1213592	1213840	-	QPT05274.1			ferredoxin			I6G39_06090	249	82	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1213947	1214924	+							I6G39_06095	978		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1213947	1214924	+	QPT05275.1			helix-turn-helix domain-containing protein			I6G39_06095	978	325	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1214902	1216287	+							I6G39_06100	1386		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1214902	1216287	+	QPT05276.1			ATP-dependent DNA helicase RecQ			I6G39_06100	1386	461	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1216439	1217866	+							I6G39_06105	1428		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1216439	1217866	+	QPT05277.1			LysM peptidoglycan-binding domain-containing protein			I6G39_06105	1428	475	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1218060	1219046	+							I6G39_06110	987		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1218060	1219046	+	QPT05278.1			YpdA family putative bacillithiol disulfide reductase			I6G39_06110	987	328	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1219155	1220129	-							I6G39_06115	975		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1219155	1220129	-	QPT05279.1			asparaginase			I6G39_06115	975	324	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1220209	1220868	+							I6G39_06120	660		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1220209	1220868	+	QPT05280.1			(d)CMP kinase			I6G39_06120	660	219	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1221267	1222445	+					rpsA		I6G39_06125	1179		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1221267	1222445	+	QPT05281.1			30S ribosomal protein S1	rpsA		I6G39_06125	1179	392	
gene	pseudogene	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1222602	1223462	+							I6G39_06130	861		pseudo
CDS	without_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1222602	1223462	+				SH3 domain-containing protein			I6G39_06130	861		pseudo
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1223683	1223895	+							I6G39_06135	213		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1223683	1223895	+	QPT05282.1			hypothetical protein			I6G39_06135	213	70	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1224059	1224187	+							I6G39_06140	129		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1224059	1224187	+	QPT05283.1			hypothetical protein			I6G39_06140	129	42	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1224259	1224369	+							I6G39_06145	111		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1224259	1224369	+	QPT05284.1			hypothetical protein			I6G39_06145	111	36	
gene	pseudogene	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1224371	1224557	+							I6G39_06150	187		pseudo
CDS	without_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1224371	1224557	+				hypothetical protein			I6G39_06150	187		pseudo
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1225120	1226430	+					der		I6G39_06155	1311		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1225120	1226430	+	QPT05285.1			ribosome biogenesis GTPase Der	der		I6G39_06155	1311	436	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1226451	1227449	+							I6G39_06160	999		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1226451	1227449	+	QPT05286.1			NAD(P)H-dependent glycerol-3-phosphate dehydrogenase			I6G39_06160	999	332	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1227619	1227891	+							I6G39_06165	273		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1227619	1227891	+	QPT05287.1			HU family DNA-binding protein			I6G39_06165	273	90	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1228121	1228666	+							I6G39_06170	546		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1228121	1228666	+	QPT05288.1			heptaprenyl pyrophosphate synthase subunit A			I6G39_06170	546	181	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1228691	1229392	+							I6G39_06175	702		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1228691	1229392	+	QPT05289.1			demethylmenaquinone methyltransferase			I6G39_06175	702	233	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1229422	1230375	+							I6G39_06180	954		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1229422	1230375	+	QPT05290.1			polyprenyl synthetase family protein			I6G39_06180	954	317	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1230519	1230968	+					ndk		I6G39_06185	450		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1230519	1230968	+	QPT05291.1			nucleoside-diphosphate kinase	ndk		I6G39_06185	450	149	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1231330	1233282	+							I6G39_06190	1953		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1231330	1233282	+	QPT05292.1			DUF1430 domain-containing protein			I6G39_06190	1953	650	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1233282	1233572	+							I6G39_06195	291		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1233282	1233572	+	QPT05293.1			YxeA family protein			I6G39_06195	291	96	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1233608	1234246	+							I6G39_06200	639		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1233608	1234246	+	QPT05294.1			ATP-binding cassette domain-containing protein			I6G39_06200	639	212	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1234459	1235625	+					aroC		I6G39_06205	1167		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1234459	1235625	+	QPT05295.1			chorismate synthase	aroC		I6G39_06205	1167	388	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1235651	1236718	+							I6G39_06210	1068		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1235651	1236718	+	QPT05296.1			3-dehydroquinate synthase			I6G39_06210	1068	355	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1236728	1238029	+					aroA		I6G39_06215	1302		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1236728	1238029	+	QPT05297.1			3-phosphoshikimate 1-carboxyvinyltransferase	aroA		I6G39_06215	1302	433	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1238031	1239278	+							I6G39_06220	1248		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1238031	1239278	+	QPT05298.1			tetratricopeptide repeat protein			I6G39_06220	1248	415	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1239305	1239880	+							I6G39_06225	576		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1239305	1239880	+	QPT05299.1			YpiB family protein			I6G39_06225	576	191	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1239870	1240472	+							I6G39_06230	603		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1239870	1240472	+	QPT05300.1			DUF1405 domain-containing protein			I6G39_06230	603	200	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1240510	1241208	+							I6G39_06235	699		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1240510	1241208	+	QPT05301.1			zinc metallopeptidase			I6G39_06235	699	232	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1241370	1241702	+							I6G39_06240	333		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1241370	1241702	+	QPT05302.1			nucleotide pyrophosphohydrolase			I6G39_06240	333	110	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1241737	1242882	+					bshA		I6G39_06245	1146		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1241737	1242882	+	QPT05303.1			N-acetyl-alpha-D-glucosaminyl L-malate synthase BshA	bshA		I6G39_06245	1146	381	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1242866	1244068	+							I6G39_06250	1203		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1242866	1244068	+	QPT05304.1			CCA tRNA nucleotidyltransferase			I6G39_06250	1203	400	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1244052	1245026	+							I6G39_06255	975		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1244052	1245026	+	QPT05305.1			biotin--[acetyl-CoA-carboxylase] ligase			I6G39_06255	975	324	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1245046	1247736	+							I6G39_06260	2691		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1245046	1247736	+	QPT05306.1			DEAD/DEAH box helicase family protein			I6G39_06260	2691	896	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1247857	1249149	+					asnS		I6G39_06265	1293		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1247857	1249149	+	QPT05307.1			asparagine--tRNA ligase	asnS		I6G39_06265	1293	430	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1249353	1250048	+							I6G39_06270	696		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1249353	1250048	+	QPT05308.1			DnaD domain-containing protein			I6G39_06270	696	231	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1250038	1250697	+					nth		I6G39_06275	660		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1250038	1250697	+	QPT05309.1			endonuclease III	nth		I6G39_06275	660	219	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1250744	1251055	+							I6G39_06280	312		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1250744	1251055	+	QPT07116.1			hypothetical protein			I6G39_06280	312	103	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1251722	1254010	-							I6G39_06285	2289		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1251722	1254010	-	QPT05310.1			penicillin-binding protein			I6G39_06285	2289	762	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1254007	1254633	-					recU		I6G39_06290	627		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1254007	1254633	-	QPT05311.1			Holliday junction resolvase RecU	recU		I6G39_06290	627	208	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	1255015	1255344	+							I6G39_06295	330		
