# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1172471	1172884	-	QQA49526.1			universal stress protein			JC286_05560	414	137	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1173205	1174500	+							JC286_05565	1296		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1173205	1174500	+	QQA49527.1			CBS domain-containing protein			JC286_05565	1296	431	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1174513	1175445	+							JC286_05570	933		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1174513	1175445	+	QQA49528.1			bifunctional oligoribonuclease/PAP phosphatase NrnA			JC286_05570	933	310	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1175470	1178661	+							JC286_05575	3192		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1175470	1178661	+	QQA49529.1			DNA polymerase III subunit alpha			JC286_05575	3192	1063	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1178804	1180036	+							JC286_05580	1233		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1178804	1180036	+	QQA49530.1			NAD-dependent malic enzyme			JC286_05580	1233	410	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1180081	1180941	+							JC286_05585	861		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1180081	1180941	+	QQA49531.1			acetyl-CoA carboxylase carboxyltransferase subunit beta			JC286_05585	861	286	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1180941	1181885	+							JC286_05590	945		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1180941	1181885	+	QQA49532.1			acetyl-CoA carboxylase carboxyltransferase subunit alpha			JC286_05590	945	314	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1182449	1183417	+					pfkA		JC286_05595	969		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1182449	1183417	+	QQA49533.1			6-phosphofructokinase	pfkA		JC286_05595	969	322	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1183436	1185196	+					pyk		JC286_05600	1761		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1183436	1185196	+	QQA49534.1			pyruvate kinase	pyk		JC286_05600	1761	586	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1185620	1186738	+							JC286_05605	1119		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1185620	1186738	+	QQA49535.1			citrate synthase			JC286_05605	1119	372	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1186784	1188046	+					icd		JC286_05610	1263		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1186784	1188046	+	QQA49536.1			NADP-dependent isocitrate dehydrogenase	icd		JC286_05610	1263	420	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1188365	1189069	+							JC286_05615	705		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1188365	1189069	+	QQA49537.1			response regulator transcription factor			JC286_05615	705	234	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1189070	1190770	+							JC286_05620	1701		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1189070	1190770	+	QQA49538.1			HAMP domain-containing protein			JC286_05620	1701	566	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1191503	1194130	+					polA		JC286_05625	2628		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1191503	1194130	+	QQA49539.1			DNA polymerase I	polA		JC286_05625	2628	875	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1194150	1195022	+					mutM		JC286_05630	873		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1194150	1195022	+	QQA49540.1			bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase	mutM		JC286_05630	873	290	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1195036	1195659	+							JC286_05635	624		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1195036	1195659	+	QQA49541.1			dephospho-CoA kinase			JC286_05635	624	207	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1195866	1196882	+							JC286_05640	1017		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1195866	1196882	+	QQA49542.1			glyceraldehyde-3-phosphate dehydrogenase			JC286_05640	1017	338	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1197080	1197547	+					nrdR		JC286_05645	468		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1197080	1197547	+	QQA49543.1			transcriptional repressor NrdR	nrdR		JC286_05645	468	155	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1197551	1198924	+							JC286_05650	1374		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1197551	1198924	+	QQA49544.1			DnaD domain protein			JC286_05650	1374	457	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1198924	1199847	+					dnaI		JC286_05655	924		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1198924	1199847	+	QQA49545.1			primosomal protein DnaI	dnaI		JC286_05655	924	307	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1200165	1202102	+					thrS		JC286_05660	1938		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1200165	1202102	+	QQA49546.1			threonine--tRNA ligase	thrS		JC286_05660	1938	645	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1202470	1203978	+							JC286_05665	1509		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1202470	1203978	+	QQA49547.1			amino acid permease			JC286_05665	1509	502	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1203995	1204132	+							JC286_05670	138		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1203995	1204132	+	QQA49548.1			hypothetical protein			JC286_05670	138	45	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1204181	1204708	+					infC		JC286_05675	528		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1204181	1204708	+	QQA49549.1			translation initiation factor IF-3	infC		JC286_05675	528	175	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1204734	1204934	+					rpmI		JC286_05680	201		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1204734	1204934	+	QQA49550.1			50S ribosomal protein L35	rpmI		JC286_05680	201	66	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1205009	1205365	+					rplT		JC286_05685	357		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1205009	1205365	+	QQA49551.1			50S ribosomal protein L20	rplT		JC286_05685	357	118	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1205475	1206086	+							JC286_05690	612		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1205475	1206086	+	QQA49552.1			NUDIX domain-containing protein			JC286_05690	612	203	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1206096	1207019	+							JC286_05695	924		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1206096	1207019	+	QQA49553.1			hypothetical protein			JC286_05695	924	307	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1207107	1208423	+							JC286_05700	1317		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1207107	1208423	+	QQA49554.1			trigger factor			JC286_05700	1317	438	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1208996	1210258	+					clpX		JC286_05705	1263		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1208996	1210258	+	QQA49555.1			ATP-dependent protease ATP-binding subunit ClpX	clpX		JC286_05705	1263	420	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1210495	1211091	+							JC286_05710	597		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1210495	1211091	+	QQA49556.1			YihA family ribosome biogenesis GTP-binding protein			JC286_05710	597	198	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1211246	1212586	+							JC286_05715	1341		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1211246	1212586	+	QQA49557.1			glutamyl-tRNA reductase			JC286_05715	1341	446	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1212601	1213437	+					ccsA		JC286_05720	837		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1212601	1213437	+	QQA49558.1			cytochrome c biogenesis protein CcsA	ccsA		JC286_05720	837	278	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1213463	1214392	+					hemC		JC286_05725	930		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1213463	1214392	+	QQA49559.1			hydroxymethylbilane synthase	hemC		JC286_05725	930	309	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1214396	1215073	+							JC286_05730	678		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1214396	1215073	+	QQA49560.1			uroporphyrinogen-III synthase			JC286_05730	678	225	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1215073	1216050	+					hemB		JC286_05735	978		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1215073	1216050	+	QQA49561.1			porphobilinogen synthase	hemB		JC286_05735	978	325	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1216066	1217352	+					hemL		JC286_05740	1287		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1216066	1217352	+	QQA49562.1			glutamate-1-semialdehyde 2,1-aminomutase	hemL		JC286_05740	1287	428	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1217611	1218693	+							JC286_05745	1083		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1217611	1218693	+	QQA49563.1			AbrB family transcriptional regulator			JC286_05745	1083	360	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1218778	1219326	-							JC286_05750	549		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1218778	1219326	-	QQA49564.1			DNA-3-methyladenine glycosylase I			JC286_05750	549	182	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1219646	1222276	+							JC286_05755	2631		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1219646	1222276	+	QQA49565.1			valine--tRNA ligase			JC286_05755	2631	876	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1222288	1223556	+							JC286_05760	1269		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1222288	1223556	+	QQA49566.1			bifunctional folylpolyglutamate synthase/dihydrofolate synthase			JC286_05760	1269	422	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1223753	1224469	+							JC286_05765	717		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1223753	1224469	+	QQA49686.1			prepilin peptidase			JC286_05765	717	238	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1224466	1225149	+					radC		JC286_05770	684		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1224466	1225149	+	QQA49567.1			DNA repair protein RadC	radC		JC286_05770	684	227	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1225391	1225546	-							JC286_05775	156		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1225391	1225546	-	QQA49568.1			hypothetical protein			JC286_05775	156	51	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1225716	1226192	+							JC286_05780	477		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1225716	1226192	+	QQA49569.1			DUF4930 family protein			JC286_05780	477	158	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1226278	1226418	+							JC286_05785	141		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1226278	1226418	+	QQA49570.1			hypothetical protein			JC286_05785	141	46	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1226629	1227465	+					mreC		JC286_05790	837		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1226629	1227465	+	QQA49571.1			rod shape-determining protein MreC	mreC		JC286_05790	837	278	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1227465	1227980	+					mreD		JC286_05795	516		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1227465	1227980	+	QQA49572.1			rod shape-determining protein MreD	mreD		JC286_05795	516	171	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1228101	1228409	+					rplU		JC286_05800	309		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1228101	1228409	+	QQA49573.1			50S ribosomal protein L21	rplU		JC286_05800	309	102	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1228412	1228732	+							JC286_05805	321		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1228412	1228732	+	QQA49574.1			ribosomal-processing cysteine protease Prp			JC286_05805	321	106	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1228743	1229027	+					rpmA		JC286_05810	285		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1228743	1229027	+	QQA49575.1			50S ribosomal protein L27	rpmA		JC286_05810	285	94	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1229156	1230448	+					obgE		JC286_05815	1293		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1229156	1230448	+	QQA49576.1			GTPase ObgE	obgE		JC286_05815	1293	430	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1230476	1230919	+							JC286_05820	444		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1230476	1230919	+	QQA49577.1			ACT domain-containing protein			JC286_05820	444	147	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1230933	1231532	+					ruvA		JC286_05825	600		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1230933	1231532	+	QQA49578.1			Holliday junction branch migration protein RuvA	ruvA		JC286_05825	600	199	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1231561	1232544	+					ruvB		JC286_05830	984		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1231561	1232544	+	QQA49687.1			Holliday junction branch migration DNA helicase RuvB	ruvB		JC286_05830	984	327	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1232562	1233587	+					queA		JC286_05835	1026		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1232562	1233587	+	QQA49579.1			tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	queA		JC286_05835	1026	341	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1233605	1234744	+					tgt		JC286_05840	1140		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1233605	1234744	+	QQA49580.1			tRNA guanosine(34) transglycosylase Tgt	tgt		JC286_05840	1140	379	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1234761	1235024	+					yajC		JC286_05845	264		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1234761	1235024	+	QQA49581.1			preprotein translocase subunit YajC	yajC		JC286_05845	264	87	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1235166	1237445	+					secDF		JC286_05850	2280		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1235166	1237445	+	QQA49582.1			protein translocase subunit SecDF	secDF		JC286_05850	2280	759	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1237562	1239847	+					recJ		JC286_05855	2286		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1237562	1239847	+	QQA49583.1			single-stranded-DNA-specific exonuclease RecJ	recJ		JC286_05855	2286	761	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1239859	1240377	+							JC286_05860	519		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1239859	1240377	+	QQA49584.1			adenine phosphoribosyltransferase			JC286_05860	519	172	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1240734	1242923	+							JC286_05865	2190		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1240734	1242923	+	QQA49585.1			bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase			JC286_05865	2190	729	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1242936	1243388	+							JC286_05870	453		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1242936	1243388	+	QQA49586.1			D-tyrosyl-tRNA(Tyr) deacylase			JC286_05870	453	150	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1243385	1244260	+							JC286_05875	876		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1243385	1244260	+	QQA49587.1			N-acetylmuramoyl-L-alanine amidase			JC286_05875	876	291	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1244622	1245893	+							JC286_05880	1272		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1244622	1245893	+	QQA49588.1			histidine--tRNA ligase			JC286_05880	1272	423	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1245893	1247659	+					aspS		JC286_05885	1767		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1245893	1247659	+	QQA49589.1			aspartate--tRNA ligase	aspS		JC286_05885	1767	588	
gene	ncRNA	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1247730	1247922	+					ssrS		JC286_05890	193		
ncRNA	other	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1247730	1247922	+				6S RNA	ssrS		JC286_05890	193		
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1248005	1248772	+							JC286_05895	768		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1248005	1248772	+	QQA49590.1			tRNA threonylcarbamoyladenosine dehydratase			JC286_05895	768	255	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1248840	1250111	-							JC286_05900	1272		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1248840	1250111	-	QQA49591.1			replication-associated recombination protein A			JC286_05900	1272	423	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1250221	1250640	+							JC286_05905	420		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1250221	1250640	+	QQA49592.1			Rrf2 family transcriptional regulator			JC286_05905	420	139	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1250681	1251511	+							JC286_05910	831		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1250681	1251511	+	QQA49593.1			aldo/keto reductase			JC286_05910	831	276	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1251579	1251764	+							JC286_05915	186		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1251579	1251764	+	QQA49594.1			CsbD family protein			JC286_05915	186	61	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1252229	1253245	-							JC286_05920	1017		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1252229	1253245	-	QQA49595.1			LLM class flavin-dependent oxidoreductase			JC286_05920	1017	338	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1253454	1254599	+							JC286_05925	1146		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1253454	1254599	+	QQA49688.1			cysteine desulfurase			JC286_05925	1146	381	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1254599	1255711	+					mnmA		JC286_05930	1113		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1254599	1255711	+	QQA49596.1			tRNA 2-thiouridine(34) synthase MnmA	mnmA		JC286_05930	1113	370	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1255727	1256401	+							JC286_05935	675		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1255727	1256401	+	QQA49597.1			tetratricopeptide repeat protein			JC286_05935	675	224	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1256404	1258803	+							JC286_05940	2400		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1256404	1258803	+	QQA49598.1			ATP-dependent RecD-like DNA helicase			JC286_05940	2400	799	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1259049	1261679	+					alaS		JC286_05945	2631		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1259049	1261679	+	QQA49599.1			alanine--tRNA ligase	alaS		JC286_05945	2631	876	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1261742	1262014	+							JC286_05950	273		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1261742	1262014	+	QQA49600.1			IreB family regulatory phosphoprotein			JC286_05950	273	90	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1262007	1262435	+					ruvX		JC286_05955	429		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1262007	1262435	+	QQA49601.1			Holliday junction resolvase RuvX	ruvX		JC286_05955	429	142	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1262449	1262769	+							JC286_05960	321		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1262449	1262769	+	QQA49602.1			DUF1292 domain-containing protein			JC286_05960	321	106	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1263166	1263810	+							JC286_05965	645		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1263166	1263810	+	QQA49603.1			O-methyltransferase			JC286_05965	645	214	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1263803	1264732	+							JC286_05970	930		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1263803	1264732	+	QQA49604.1			U32 family peptidase			JC286_05970	930	309	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1264751	1266016	+							JC286_05975	1266		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1264751	1266016	+	QQA49605.1			U32 family peptidase			JC286_05975	1266	421	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1266020	1266643	+					udk		JC286_05980	624		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1266020	1266643	+	QQA49606.1			uridine kinase	udk		JC286_05980	624	207	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1266670	1267146	+					greA		JC286_05985	477		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1266670	1267146	+	QQA49607.1			transcription elongation factor GreA	greA		JC286_05985	477	158	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1267402	1268136	+					pxpB		JC286_05990	735		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1267402	1268136	+	QQA49608.1			5-oxoprolinase subunit PxpB	pxpB		JC286_05990	735	244	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1268126	1269151	+							JC286_05995	1026		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1268126	1269151	+	QQA49609.1			biotin-dependent carboxyltransferase family protein			JC286_05995	1026	341	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1269142	1269588	+							JC286_06000	447		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1269142	1269588	+	QQA49610.1			acetyl-CoA carboxylase biotin carboxyl carrier protein subunit			JC286_06000	447	148	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1269602	1270972	+							JC286_06005	1371		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1269602	1270972	+	QQA49611.1			acetyl-CoA carboxylase biotin carboxylase subunit			JC286_06005	1371	456	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1270962	1271720	+					pxpA		JC286_06010	759		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1270962	1271720	+	QQA49612.1			5-oxoprolinase subunit PxpA	pxpA		JC286_06010	759	252	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1271724	1272962	+							JC286_06015	1239		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1271724	1272962	+	QQA49613.1			divalent metal cation transporter			JC286_06015	1239	412	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1273212	1273898	+							JC286_06020	687		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1273212	1273898	+	QQA49614.1			5'-methylthioadenosine/adenosylhomocysteine nucleosidase			JC286_06020	687	228	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1273971	1274498	+							JC286_06025	528		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1273971	1274498	+	QQA49615.1			YqeG family HAD IIIA-type phosphatase			JC286_06025	528	175	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	1274499	1275599	+					yqeH		JC286_06030	1101		
